Order_ID,Customer_Name,City,Region,Category,Product,Quantity,Unit_Price,Total_Sales,Profit,Payment_Method,Order_Date
ORD01057,Scott Becker,East Matthewborough,West,Groceries,Milk,7,1964,13748,1467.35,Cash,2024-08-02
ORD01058,Heather Moore,Richardville,South,Sports,Gym Gloves,8,2890,23120,5733.27,Net Banking,2024-11-16
ORD01059,Mark Richardson,North Ianberg,East,Groceries,Milk,8,3786,30288,7972.89,Cash,2024-01-31
ORD01060,Sandra Evans,East Johnathantown,East,Sports,Cricket Bat,5,179,895,156.58,Card,2025-11-05
ORD01061,Michelle Peterson,Amyside,East,Furniture,Bed,7,3404,23828,5735.65,Card,2025-12-08
ORD01062,John Sampson,North Bryan,East,Sports,Football,10,363,3630,1018.35,Net Banking,2024-06-06
ORD01063,Dawn Jones,Evanborough,West,Groceries,Milk,7,621,4347,798.21,UPI,2024-07-11
ORD01064,Rachel Little,Harrisstad,South,Clothing,Shoes,5,863,4315,400.67,UPI,2025-11-22
ORD01065,Travis Stewart,Silvatown,East,Sports,Gym Gloves,1,1629,1629,162.49,Cash,2025-01-30
ORD01066,Mary Moore,Port Amandaview,North,Furniture,Sofa,9,673,6057,991.32,Cash,2025-01-12
ORD01067,Joseph Wilcox,Sethside,West,Clothing,Shoes,7,1386,9702,2885.36,Net Banking,2024-05-12
ORD01068,Kayla Price,New Elizabeth,West,Electronics,Headphones,4,1164,4656,1246.0,Net Banking,2024-11-13
ORD01069,Amanda George,New Sara,West,Furniture,Sofa,10,1762,17620,3094.4,Card,2025-12-02
ORD01070,Nathan Hamilton,East Danielmouth,South,Furniture,Chair,3,3751,11253,742.61,Card,2025-02-12
ORD01071,Christine Jones,Jessicamouth,East,Sports,Gym Gloves,8,3890,31120,6038.31,Net Banking,2024-04-03
ORD01072,Joseph Carlson,Lisamouth,West,Clothing,Jacket,7,1534,10738,1651.11,Net Banking,2024-07-02
ORD01073,Jacob Williams,Cameronton,South,Groceries,Milk,10,882,8820,1308.78,Cash,2024-02-14
ORD01074,Jason Scott,Harrisborough,North,Clothing,Jacket,2,1879,3758,1041.66,Card,2025-02-25
ORD01075,Kari Brown,Snyderhaven,East,Electronics,Laptop,9,2770,24930,3802.42,Cash,2024-06-17
ORD01076,Christine Obrien,West Devin,West,Sports,Football,8,318,2544,173.75,Net Banking,2025-12-12
ORD01077,Michael Baldwin,East Richard,North,Clothing,Shoes,4,3349,13396,796.31,Cash,2024-09-13
ORD01078,Kathryn Joseph,North Monica,South,Clothing,Shoes,8,3879,31032,2080.98,Net Banking,2025-07-15
ORD01079,Joshua Rodriguez,Greenmouth,North,Furniture,Bed,5,1421,7105,658.26,Cash,2024-01-19
ORD01080,Crystal Morton,Pricestad,North,Clothing,T-Shirt,9,3301,29709,2736.6,Card,2025-11-18
ORD01081,Brenda Le,New Julie,South,Furniture,Bed,6,1557,9342,973.14,Net Banking,2024-02-05
ORD01082,John Marsh,Port Benjaminchester,North,Electronics,Laptop,7,2625,18375,2958.31,UPI,2025-09-04
ORD01083,Brian Stone,Port Charles,North,Groceries,Milk,4,3169,12676,3513.65,UPI,2024-07-23
ORD01084,Dave Taylor,Dunnside,North,Groceries,Rice,1,2861,2861,729.93,Cash,2025-11-27
ORD01085,Cameron Murphy,Walkerport,East,Electronics,Phone,3,460,1380,212.41,Card,2024-04-20
ORD01086,Angel Wagner,West Scott,West,Sports,Cricket Bat,10,1796,17960,5093.13,UPI,2025-02-08
ORD01087,Jessica Good,Lake Karinatown,West,Furniture,Table,2,3021,6042,790.55,Card,2024-01-16
ORD01088,Beverly Benson,Robertoville,East,Electronics,Headphones,4,3858,15432,1620.73,Card,2025-11-04
ORD01089,Marie Huerta,West Brandiburgh,West,Electronics,Laptop,4,3467,13868,1738.82,UPI,2025-09-05
ORD01090,Samuel Key Jr.,East Jessicamouth,West,Sports,Cricket Bat,5,876,4380,875.85,Cash,2025-10-08
ORD01091,Kristi Parker,Jessicaport,West,Clothing,Jeans,6,4049,24294,1624.74,Net Banking,2024-01-19
ORD01092,Tara Thompson,Sethside,South,Sports,Cricket Bat,9,4912,44208,9997.96,UPI,2024-01-14
ORD01093,Matthew Fuller,Lake Ashley,North,Sports,Football,5,2036,10180,2386.99,UPI,2024-09-06
ORD01094,Daniel Serrano,South Larryland,South,Furniture,Sofa,8,2529,20232,2033.38,UPI,2025-01-19
ORD01095,Randy Macdonald,North Sherry,North,Furniture,Bed,6,1199,7194,859.91,Net Banking,2025-10-21
ORD01096,Hayley Williams,Laurenstad,North,Clothing,T-Shirt,4,2813,11252,1526.7,Cash,2024-07-29
ORD01097,Sergio Hamilton,Webbshire,North,Furniture,Bed,9,2734,24606,2359.38,UPI,2025-10-06
ORD01098,Lance Kelly,West Amyland,South,Groceries,Rice,4,526,2104,438.88,Cash,2024-05-24
ORD01099,Gavin Moore,New Jeffreyberg,South,Electronics,Phone,10,4596,45960,11848.73,UPI,2024-07-28
ORD01100,Russell Montgomery,Proctorville,West,Groceries,Eggs,5,1444,7220,1663.62,Cash,2024-09-07
ORD01101,David Soto,Port Robert,South,Sports,Cricket Bat,5,2437,12185,2365.18,Card,2025-10-12
ORD01102,Stephen Singh,South Christineview,West,Groceries,Rice,6,3362,20172,2913.43,Net Banking,2025-04-27
ORD01103,Tyler Porter,Nelsontown,West,Sports,Gym Gloves,3,4048,12144,667.35,UPI,2025-01-25
ORD01104,Megan Roy,East Cory,East,Clothing,Jeans,9,1539,13851,1583.49,Net Banking,2025-04-19
ORD01105,Judith Johnson,West Adamfurt,West,Clothing,Shoes,9,4039,36351,2471.32,Cash,2024-05-19
ORD01106,Glenn Hensley,Scottview,West,Furniture,Table,1,205,205,54.41,Net Banking,2025-01-18
ORD01107,Susan Sandoval,Evansbury,North,Groceries,Eggs,6,3246,19476,3357.42,Net Banking,2025-10-18
ORD01108,Randy Smith,New Lauratown,East,Electronics,Laptop,7,4733,33131,3001.36,Card,2025-03-22
ORD01109,Donald Herrera,West Garyberg,South,Sports,Gym Gloves,6,572,3432,730.08,Cash,2025-03-10
ORD01110,Sharon Steele,Port Carlaburgh,South,Groceries,Rice,6,331,1986,445.59,Card,2025-10-22
ORD01111,Keith Haney,Bergermouth,South,Sports,Gym Gloves,3,2183,6549,732.53,UPI,2025-08-15
ORD01112,Christopher Roberts,Bryanbury,South,Electronics,Laptop,7,3357,23499,5322.93,Net Banking,2024-03-23
ORD01113,Jane Dean,Port Stephanieside,West,Furniture,Bed,5,2575,12875,2255.21,Card,2025-06-29
ORD01114,Andrew Gilbert,West Donnahaven,South,Groceries,Rice,2,4790,9580,2339.18,Card,2024-12-18
ORD01115,Dustin Wilkins,West Ryanland,North,Furniture,Bed,5,152,760,225.53,UPI,2025-05-18
ORD01116,Jerome Hebert,East Nicholasburgh,South,Electronics,Headphones,9,3514,31626,6756.27,Cash,2025-03-17
ORD01117,Megan Keller,Brandyburgh,North,Clothing,Jeans,3,1722,5166,886.58,Net Banking,2025-05-29
ORD01118,Colleen Robertson,Edwardsstad,South,Sports,Cricket Bat,3,1746,5238,339.14,Card,2024-07-06
ORD01119,Teresa Mora,Lake Samuel,North,Groceries,Eggs,10,994,9940,2654.88,Card,2024-06-19
ORD01120,Erika Fischer,Port Kennethland,South,Electronics,Headphones,2,2367,4734,312.75,Net Banking,2024-01-31
ORD01121,James Jackson,Dannyburgh,North,Groceries,Rice,1,600,600,69.91,UPI,2024-01-08
ORD01122,Mason Nguyen,Brianfort,West,Furniture,Chair,7,4360,30520,9056.02,Net Banking,2024-09-29
ORD01123,Tara Miller,Josephton,East,Clothing,Shoes,6,3137,18822,4149.59,Cash,2024-12-17
ORD01124,Dylan Hernandez,Hutchinsonton,North,Clothing,Shoes,7,568,3976,1168.25,UPI,2024-12-04
ORD01125,Larry Harris,Jessechester,East,Groceries,Eggs,3,310,930,186.44,Cash,2025-06-27
ORD01126,David Howard,Pereztown,South,Clothing,Shoes,10,3992,39920,7134.84,UPI,2025-11-07
ORD01127,Caroline Daniels,East Nicole,West,Clothing,T-Shirt,6,474,2844,831.58,Cash,2024-11-29
ORD01128,Pamela Lopez,East Miranda,North,Sports,Gym Gloves,7,766,5362,735.04,Net Banking,2025-05-02
ORD01129,Courtney Lewis,Erinborough,North,Clothing,Jeans,3,4360,13080,3519.29,Cash,2025-05-31
ORD01130,William Thomas,Houseview,South,Groceries,Rice,5,4595,22975,6819.09,Net Banking,2025-04-23
ORD01131,Stephanie Walsh,Youngchester,North,Electronics,Headphones,9,2073,18657,2067.92,UPI,2024-06-23
ORD01132,Sandra Price,Suemouth,South,Groceries,Rice,3,2774,8322,2294.06,Card,2024-10-14
ORD01133,Jonathan Curtis,Jacquelinemouth,North,Groceries,Rice,3,4478,13434,2799.47,Card,2025-05-18
ORD01134,Joshua Love,Debrabury,West,Furniture,Chair,6,3188,19128,5308.82,Cash,2025-01-25
ORD01135,Mallory Cruz,East Larry,East,Furniture,Sofa,2,2483,4966,357.16,Cash,2024-04-01
ORD01136,Linda Arnold,Bridgetshire,North,Electronics,Tablet,3,2667,8001,2308.43,Card,2025-08-13
ORD01137,Christopher Holmes II,Lake Sarah,South,Electronics,Phone,7,3570,24990,3246.47,Cash,2025-01-08
ORD01138,Spencer Scott,Stoutport,South,Electronics,Headphones,1,4509,4509,1186.28,Card,2024-11-19
ORD01139,James Hayes,New Megan,North,Furniture,Bed,8,1307,10456,2095.03,Card,2024-05-29
ORD01140,Timothy Bishop,Lake Amandafurt,West,Clothing,T-Shirt,5,4801,24005,4070.54,Card,2024-08-08
ORD01141,Emily Anderson,East Joshuastad,South,Groceries,Rice,6,1350,8100,2081.47,UPI,2024-08-03
ORD01142,William Nelson,Mitchellton,South,Furniture,Bed,7,2550,17850,5285.34,UPI,2025-11-06
ORD01143,Richard Garcia,Port Eric,West,Sports,Gym Gloves,6,3560,21360,4687.98,Net Banking,2024-12-22
ORD01144,Jason Rosales,Port Rebekah,West,Electronics,Tablet,5,1698,8490,1912.6,UPI,2025-07-15
ORD01145,Michael Sims,Kennethburgh,East,Furniture,Sofa,10,543,5430,1425.12,Net Banking,2025-12-27
ORD01146,Lisa Hernandez,Smithborough,South,Furniture,Table,8,4052,32416,3979.73,Cash,2024-05-28
ORD01147,Aaron Wells,Galvanside,West,Furniture,Chair,6,4815,28890,2180.82,Net Banking,2024-05-31
ORD01148,Nicholas Perez,Carlyhaven,North,Furniture,Chair,2,3012,6024,1768.28,UPI,2024-07-02
ORD01149,Anthony Garcia,West Heatherton,West,Sports,Tennis Racket,10,3653,36530,10682.53,Cash,2025-10-04
ORD01150,Matthew Doyle,Woodardbury,South,Electronics,Laptop,4,3349,13396,2306.21,Net Banking,2025-12-05
ORD01151,Nancy Richards,Guzmanchester,East,Electronics,Headphones,7,2354,16478,3428.8,UPI,2025-03-31
ORD01152,Angela Barnes,South Nicholas,South,Electronics,Laptop,2,1099,2198,378.73,UPI,2025-11-15
ORD01153,Patricia Decker,Hartfurt,West,Sports,Gym Gloves,5,874,4370,1086.32,Net Banking,2024-07-04
ORD01154,Katherine Ryan,Michelleshire,South,Groceries,Bread,10,1125,11250,842.18,Net Banking,2024-03-06
ORD01155,Jamie Johnston,Port Robertbury,West,Electronics,Headphones,9,4494,40446,9944.4,UPI,2025-06-26
ORD01156,Jennifer Mills,South Robertside,South,Sports,Football,4,1061,4244,403.88,UPI,2025-09-05
ORD01157,William Steele,East Diane,South,Sports,Gym Gloves,6,1107,6642,397.1,Cash,2025-08-11
ORD01158,Ann Tapia,Paynemouth,East,Electronics,Tablet,1,793,793,233.92,Card,2025-06-02
ORD01159,Hunter Cantrell,New Markmouth,East,Sports,Cricket Bat,7,100,700,78.46,Net Banking,2024-02-17
ORD01160,Mark Joseph,Shepherdburgh,South,Furniture,Bed,6,4381,26286,7299.51,UPI,2024-12-26
ORD01161,Catherine Tran,West Brandonmouth,South,Electronics,Phone,1,1640,1640,140.08,Cash,2024-08-08
ORD01162,Brent Arnold,North Kevinborough,North,Sports,Tennis Racket,5,1152,5760,1337.91,Card,2025-03-08
ORD01163,Ann Strickland,New Jessicastad,West,Clothing,Shoes,3,3377,10131,1661.66,Cash,2024-09-17
ORD01164,Denise Wilson,Port Nicholasside,South,Sports,Cricket Bat,2,2306,4612,1378.25,Card,2025-12-14
ORD01165,Courtney Odonnell,New Martinborough,West,Sports,Cricket Bat,7,1357,9499,1226.23,UPI,2025-03-20
ORD01166,Sean Reeves,Jessicaton,West,Sports,Cricket Bat,2,2312,4624,375.26,UPI,2024-04-22
ORD01167,James Mitchell,West Stephanieland,South,Clothing,T-Shirt,6,2832,16992,4154.85,Card,2024-05-29
ORD01168,Nicholas James,Samanthatown,North,Electronics,Laptop,7,1920,13440,1944.2,Cash,2024-04-17
ORD01169,Michael Marshall,East Laurenmouth,East,Sports,Tennis Racket,10,4110,41100,3036.68,Card,2024-12-23
ORD01170,Mr. Austin Stone,Port Joseph,South,Sports,Football,1,1498,1498,193.99,Card,2025-02-02
ORD01171,Nicole Huang,South Christopher,South,Sports,Gym Gloves,8,4952,39616,3244.28,Cash,2024-01-10
ORD01172,Jacqueline Smith,Thomaschester,East,Furniture,Bed,10,2290,22900,1447.65,Cash,2025-10-16
ORD01173,Kathleen Jones,Fullerville,West,Sports,Gym Gloves,8,1599,12792,2043.39,Card,2024-12-28
ORD01174,Beverly Gonzalez,West Jamesborough,East,Clothing,Shoes,9,1974,17766,2243.79,Net Banking,2024-03-30
ORD01175,Christina Jones,West Holly,South,Clothing,T-Shirt,2,728,1456,338.5,UPI,2024-04-05
ORD01176,Juan Kelly,Butlertown,West,Electronics,Tablet,9,4137,37233,9385.95,Cash,2024-01-11
ORD01177,Zachary Davis,Huntport,North,Groceries,Eggs,9,4461,40149,9012.27,Cash,2025-02-19
ORD01178,Thomas Johnson,North Leahmouth,North,Electronics,Headphones,9,2926,26334,2924.56,Net Banking,2025-11-08
ORD01179,Christian Bradshaw,New Sheriberg,East,Furniture,Table,3,715,2145,304.08,UPI,2024-05-16
ORD01180,Cynthia Schultz,Moodyfurt,East,Groceries,Eggs,7,1496,10472,1500.86,Cash,2024-04-25
ORD01181,Sandra Knight,Port Joel,South,Sports,Football,5,2550,12750,2177.46,UPI,2024-09-28
ORD01182,Michele Dickerson,Amberfurt,North,Sports,Gym Gloves,4,2597,10388,2932.3,Net Banking,2025-10-20
ORD01183,Linda Nguyen,West Ryan,East,Sports,Gym Gloves,1,3014,3014,155.14,Card,2025-04-16
ORD01184,Michael Howell,Estradaton,West,Clothing,T-Shirt,1,2964,2964,807.84,Card,2024-07-09
ORD01185,Ashley Perez,Crosbyfurt,South,Electronics,Laptop,7,4130,28910,2873.25,Net Banking,2025-06-25
ORD01186,Kimberly Knapp,Longbury,South,Electronics,Headphones,1,1374,1374,333.01,Net Banking,2024-09-13
ORD01187,Dana Neal,Colinfort,East,Groceries,Bread,5,3085,15425,2423.04,UPI,2024-07-05
ORD01188,Melinda Leach,Lynnport,North,Groceries,Eggs,3,1245,3735,517.05,Card,2025-03-20
ORD01189,Rhonda Martinez DDS,Dustinmouth,West,Furniture,Chair,4,2433,9732,584.54,Card,2025-02-08
ORD01190,Dana Mitchell,South Vanessachester,North,Electronics,Phone,4,4026,16104,4668.95,Net Banking,2024-09-29
ORD01191,Patricia Reeves,West Eugenehaven,West,Groceries,Eggs,3,2761,8283,1969.47,Cash,2025-02-13
ORD01192,Christopher Ruiz,Stevensstad,North,Electronics,Laptop,1,1133,1133,100.71,Cash,2025-05-27
ORD01193,Gregory Hughes,East Catherine,West,Electronics,Tablet,7,4991,34937,8187.76,Card,2025-03-20
ORD01194,Christopher Mccarty,Cherylberg,South,Clothing,Shoes,2,3613,7226,808.86,Cash,2024-06-05
ORD01195,Abigail Chung,Richardside,South,Clothing,T-Shirt,5,2126,10630,2302.27,Net Banking,2025-03-15
ORD01196,Tonya Wright,Kathrynmouth,South,Electronics,Phone,4,4943,19772,4097.29,UPI,2024-06-01
ORD01197,Tom Taylor,Port Jacqueline,West,Furniture,Bed,1,2343,2343,697.28,UPI,2024-05-29
ORD01198,Joseph Flores,Danielview,East,Sports,Cricket Bat,2,517,1034,150.02,Cash,2025-06-21
ORD01199,Ann Gonzalez,Harrisside,North,Furniture,Sofa,7,4025,28175,1840.88,Card,2025-03-13
ORD01200,Stacy Colon,Quinnmouth,West,Electronics,Tablet,6,2398,14388,4111.37,Cash,2025-12-29
ORD01201,Patricia Bush,South Elizabethview,East,Clothing,T-Shirt,3,434,1302,65.27,Cash,2025-11-07
ORD01202,Sarah Roberts,Tiffanyville,West,Clothing,Shoes,5,925,4625,729.49,Card,2024-09-15
ORD01203,Diana Roberts,Wileyborough,South,Clothing,Jacket,2,893,1786,387.99,Card,2025-11-30
ORD01204,Matthew Brown,Jessicafort,East,Clothing,Jacket,10,4432,44320,8916.23,Cash,2024-08-31
ORD01205,Julie Mills,Jonesport,North,Sports,Gym Gloves,2,971,1942,160.45,UPI,2025-09-08
ORD01206,Todd Andrews,Port Jerry,East,Sports,Cricket Bat,4,3751,15004,4221.75,Card,2024-03-17
ORD01207,Billy Dixon,Lake Cameron,West,Groceries,Milk,9,1358,12222,744.96,Card,2024-07-15
ORD01208,Hannah Wade,Sarahchester,West,Sports,Tennis Racket,6,3773,22638,4696.62,UPI,2024-04-30
ORD01209,Jerry Cox,Matthewhaven,East,Groceries,Eggs,9,4227,38043,9424.06,Cash,2024-06-19
ORD01210,Melissa Jones,Lake Tina,South,Clothing,T-Shirt,10,598,5980,1486.61,Net Banking,2025-12-11
ORD01211,Robert Vargas,Jasmineburgh,West,Groceries,Rice,3,3686,11058,2628.29,Net Banking,2025-01-28
ORD01212,Jessica Smith,Kennethville,South,Sports,Tennis Racket,4,1607,6428,327.19,UPI,2025-08-08
ORD01213,David Simmons,Davismouth,East,Sports,Gym Gloves,9,4401,39609,4543.5,Card,2024-08-13
ORD01214,Troy Mooney,Lake Christinebury,East,Sports,Football,3,1934,5802,356.26,UPI,2024-08-31
ORD01215,Nicholas Baker,South Megan,South,Furniture,Sofa,3,2315,6945,1863.66,Cash,2024-02-22
ORD01216,Ann Harris,West Josephfurt,East,Sports,Football,1,2946,2946,613.27,UPI,2025-01-12
ORD01217,Dean Melendez,Stewartfort,East,Sports,Tennis Racket,3,3445,10335,2837.83,UPI,2024-10-28
ORD01218,Bryan Taylor,Tiffanyville,North,Electronics,Tablet,4,2391,9564,900.77,Net Banking,2024-01-17
ORD01219,Amber Nunez,Robinmouth,West,Clothing,Jeans,8,1907,15256,1999.54,Cash,2024-07-27
ORD01220,Rachel Carney,North Amandaland,North,Groceries,Milk,7,3119,21833,1901.3,Net Banking,2025-05-05
ORD01221,Mr. Devin Terry MD,Lynchmouth,South,Furniture,Bed,3,1542,4626,449.72,Card,2025-05-17
ORD01222,Christopher Schneider,Yvonnehaven,South,Electronics,Tablet,3,1555,4665,1186.66,UPI,2025-12-04
ORD01223,Frederick Johnson,Carterville,West,Furniture,Chair,7,2109,14763,2417.53,UPI,2025-10-22
ORD01224,Dr. Jonathan Jackson II,Georgeton,North,Sports,Cricket Bat,1,916,916,132.33,UPI,2024-01-22
ORD01225,Richard Brown,South Cynthia,North,Electronics,Phone,4,784,3136,366.64,UPI,2025-10-04
ORD01226,Jon Washington,Dorothyburgh,West,Electronics,Tablet,2,1757,3514,298.01,Cash,2025-07-30
ORD01227,Amanda Reynolds MD,Port Kaylafort,East,Clothing,Jacket,8,1365,10920,1211.6,UPI,2025-07-10
ORD01228,Marcus Fowler,Lake Mathew,West,Electronics,Laptop,2,4561,9122,1132.81,Cash,2025-06-07
ORD01229,Andres Hernandez,New Cody,East,Electronics,Phone,1,1956,1956,306.67,Card,2024-05-30
ORD01230,Casey Wise,Port Lynn,South,Furniture,Bed,2,4128,8256,762.77,UPI,2024-04-22
ORD01231,Elizabeth May,Michaelberg,North,Clothing,Jacket,2,2833,5666,450.94,Cash,2024-03-27
ORD01232,April Cook,Mcdowellbury,West,Furniture,Bed,9,2843,25587,5114.91,Cash,2025-11-26
ORD01233,Linda Ashley,Owenschester,East,Clothing,Jacket,6,951,5706,672.01,Card,2025-05-26
ORD01234,Amy Gamble,Gabriellemouth,West,Electronics,Laptop,3,1300,3900,507.25,Net Banking,2025-02-03
ORD01235,Daniel Stephens,West Jamesbury,South,Electronics,Laptop,10,3601,36010,10439.17,UPI,2024-10-12
ORD01236,Patricia Knight,West Elizabeth,West,Clothing,Jeans,3,3254,9762,1348.64,Net Banking,2025-05-21
ORD01237,John Robles,East Ellen,West,Groceries,Bread,3,2114,6342,924.64,Net Banking,2025-07-16
ORD01238,Evan Sanchez,Darlenetown,South,Sports,Cricket Bat,7,784,5488,1071.48,UPI,2025-03-07
ORD01239,Christopher Reed,Lopezside,East,Furniture,Sofa,1,1765,1765,526.81,Net Banking,2024-01-18
ORD01240,Michelle Sanchez,Randallshire,East,Furniture,Chair,1,2961,2961,415.18,Net Banking,2024-05-22
ORD01241,Lori James,Beckyton,South,Furniture,Bed,4,1826,7304,1876.8,UPI,2024-02-27
ORD01242,Adrian Peterson,North Maria,North,Furniture,Bed,1,3579,3579,511.51,UPI,2025-12-19
ORD01243,Kathy Myers,South Charlesborough,South,Groceries,Milk,1,1303,1303,184.13,UPI,2024-03-21
ORD01244,Tasha Perez,Chadton,East,Electronics,Headphones,3,1594,4782,800.7,Net Banking,2024-05-23
ORD01245,Michael Ferguson,West Sandraview,North,Groceries,Bread,8,208,1664,202.5,UPI,2024-06-08
ORD01246,Ms. Kathryn Snyder,Michelleshire,West,Sports,Cricket Bat,9,1413,12717,670.4,Card,2025-03-09
ORD01247,Brandy Jones,South Maryside,North,Sports,Tennis Racket,4,3570,14280,4039.28,Net Banking,2024-10-05
ORD01248,Marc Browning,Arianaport,North,Furniture,Table,7,558,3906,409.06,Net Banking,2024-07-07
ORD01249,Jeffrey Baker,New Michael,West,Groceries,Bread,7,3216,22512,2053.23,Cash,2025-01-15
ORD01250,Mr. Ronald Mendoza,East Lawrenceburgh,North,Clothing,T-Shirt,2,737,1474,207.36,Cash,2024-12-09
ORD01251,Brent Robertson,West Mark,North,Clothing,Jeans,9,972,8748,580.25,Card,2025-09-03
ORD01252,Travis Bennett,Thompsonton,North,Furniture,Table,1,2068,2068,242.56,Net Banking,2025-08-06
ORD01253,Jennifer Rosales,South Kristenhaven,East,Electronics,Laptop,6,863,5178,1480.27,Card,2024-01-09
ORD01254,Megan Trujillo,West Austin,North,Groceries,Milk,6,3300,19800,4582.16,Card,2024-05-12
ORD01255,Teresa Hall,Wongberg,West,Groceries,Rice,9,1330,11970,669.38,UPI,2025-01-26
ORD01256,Lisa Townsend,Lake Lisa,North,Clothing,Jeans,3,3893,11679,813.89,Cash,2025-10-02
ORD01257,Jody Allison,Lake Peterbury,East,Furniture,Table,3,4209,12627,2261.18,Net Banking,2025-09-15
ORD01258,Kenneth Becker,North Tanner,North,Furniture,Sofa,5,3051,15255,3140.51,Net Banking,2025-03-17
ORD01259,Calvin Foster,New Kyleview,West,Furniture,Table,10,714,7140,2067.06,UPI,2025-08-03
ORD01260,Amber Wilkins,South Elizabethburgh,West,Electronics,Phone,5,4582,22910,6114.3,UPI,2024-03-30
ORD01261,Wesley Vance,Port Karen,East,Groceries,Bread,3,2521,7563,683.45,Card,2024-10-13
ORD01262,Janice Berry,Walkerfurt,East,Electronics,Laptop,3,3874,11622,1330.56,Net Banking,2025-04-29
ORD01263,Susan Webster,Port Melissa,West,Furniture,Chair,10,4099,40990,2455.23,Net Banking,2024-10-20
ORD01264,Kenneth Eaton,New Anita,East,Sports,Cricket Bat,8,3104,24832,4423.07,Card,2025-10-01
ORD01265,Maria Rivers,Lake Josephport,North,Electronics,Headphones,9,3787,34083,3943.64,UPI,2025-11-29
ORD01266,Curtis Gutierrez,Vaughnburgh,West,Furniture,Chair,3,962,2886,354.01,UPI,2024-06-11
ORD01267,Sonya Davis,Samanthamouth,West,Furniture,Bed,8,865,6920,949.66,UPI,2025-04-24
ORD01268,Angela Ortiz,South Alan,West,Electronics,Phone,2,3351,6702,1622.25,Card,2024-07-23
ORD01269,Joseph Estes,Lake Williamburgh,North,Electronics,Tablet,6,4083,24498,2527.18,Card,2025-05-02
ORD01270,Charles Perez,Lake Elizabethville,South,Groceries,Rice,9,1375,12375,3553.28,Card,2024-05-29
ORD01271,Jason Anthony,New Frank,West,Sports,Football,10,3215,32150,2109.04,Net Banking,2025-01-05
ORD01272,Joseph Smith,Port Jasonborough,West,Furniture,Chair,4,287,1148,330.81,Card,2025-12-01
ORD01273,Wayne Ryan,West Mirandaport,North,Clothing,Jeans,2,1261,2522,169.77,Card,2025-02-18
ORD01274,Jonathan Dillon,Drewshire,South,Groceries,Eggs,9,1853,16677,3625.76,UPI,2024-09-22
ORD01275,Shannon Hunter,Brianchester,West,Electronics,Headphones,6,2532,15192,1384.5,Net Banking,2024-12-23
ORD01276,Joshua Hill,Andreaburgh,West,Groceries,Milk,7,3005,21035,5850.87,UPI,2025-08-07
ORD01277,Randy Romero,Mariachester,East,Sports,Cricket Bat,2,4838,9676,1975.14,UPI,2024-11-27
ORD01278,Rachel Hall,Port Joseph,West,Furniture,Bed,3,4191,12573,3345.37,Card,2024-04-26
ORD01279,Dr. Roberto Taylor DDS,Hendersonburgh,North,Sports,Football,8,1129,9032,1883.83,UPI,2025-10-16
ORD01280,Jorge Tyler,New Donald,West,Furniture,Table,7,4573,32011,7797.75,Cash,2025-09-07
ORD01281,Heather Reynolds,North Charlesstad,East,Clothing,Jeans,4,4825,19300,5573.38,UPI,2025-01-14
ORD01282,Katherine Cook,South Christopher,West,Clothing,Jacket,9,1121,10089,2268.3,Net Banking,2025-10-26
ORD01283,Kristin Blankenship,South Christophermouth,North,Groceries,Bread,6,4543,27258,4264.85,Cash,2024-12-09
ORD01284,Karen Miles,Port Joseph,West,Groceries,Eggs,6,1549,9294,1749.02,Net Banking,2024-06-15
ORD01285,Cindy Lopez,South Shawn,North,Clothing,Shoes,5,912,4560,1362.71,UPI,2024-04-16
ORD01286,Peter Townsend,Hawkinsville,North,Sports,Gym Gloves,2,4166,8332,1978.73,Net Banking,2025-09-30
ORD01287,Diana Ross,South Nichole,West,Sports,Football,5,3545,17725,1825.1,UPI,2025-04-10
ORD01288,Erin Hernandez,Russellville,West,Furniture,Bed,2,2972,5944,1735.08,Net Banking,2025-04-20
ORD01289,Patricia Woodward,Shelbyside,East,Electronics,Tablet,4,4257,17028,2058.7,Card,2025-11-05
ORD01290,Jennifer Jimenez,Parsonsmouth,South,Groceries,Milk,1,3496,3496,203.36,Card,2024-01-27
ORD01291,Tracy Richardson,Port Sarahborough,South,Sports,Tennis Racket,6,1496,8976,2601.16,Net Banking,2025-03-16
ORD01292,Douglas Flowers,North James,West,Furniture,Bed,1,4833,4833,760.11,Cash,2025-10-13
ORD01293,Erik Larson,New Tracey,South,Groceries,Bread,9,1397,12573,2003.51,UPI,2024-04-11
ORD01294,Mrs. Amy Morales MD,Adamston,South,Sports,Gym Gloves,5,4629,23145,2077.57,UPI,2024-11-26
ORD01295,David Beck,Pollardport,South,Electronics,Laptop,7,194,1358,281.41,UPI,2025-08-30
ORD01296,Ronnie Bailey,North Bryan,West,Sports,Football,10,3232,32320,1820.34,Card,2024-05-13
ORD01297,Alicia Thompson,West Joseph,West,Furniture,Table,4,2532,10128,997.17,Card,2024-09-08
ORD01298,John Graham,South Peggybury,North,Electronics,Tablet,2,1277,2554,528.32,UPI,2025-10-15
ORD01299,Erica Mcgee,New Sharonberg,North,Groceries,Rice,2,1261,2522,304.19,UPI,2024-07-03
ORD01300,Calvin Hall,Myersburgh,West,Groceries,Bread,4,3301,13204,992.52,UPI,2024-01-23
